VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   
          0,           0,           0,      -9.011014487,      -9.170178067,      -9.058830075,         -8.476592,      -10.13387364,   4.248108016e-07,     0.02903649844,                12,                12,                12,      0.8068715956,     -0.3999999664,                 0,                 0,                 0,     -0.4000000001,      0.8068715956,     -0.3999999664,                 0,     -0.4957417867,                 0,                 0,                 0,                 0,                 0
          0,           0,           1,       -5.85861313,      -5.227531571,      -5.808015743,      -5.246722717,      -10.50466124,   5.097643366e-07,      0.0348438047,              14.4,              14.4,              14.4,      0.6012225486,     -0.2812302912,                 0,                 0,                 0,     -0.2812255047,      0.6012225486,     -0.2812302912,                 0,     -0.4677640449,                 0,                 0,                 0,                 0,                 0
          0,           0,           2,      -6.248254504,       -5.45139462,      -6.060365942,      -5.677060156,      -11.01166779,      6.117082e-07,     0.04181256281,             17.28,             17.28,             17.28,       0.463154299,     -0.1342713381,                 0,                 0,                 0,     -0.1342616257,       0.463154299,     -0.1342713381,                 0,     -0.2899062761,     -0.3896413742,     -0.2238630482,     -0.2523501987,     -0.4303374387,     -0.5070065453
          0,           0,           3,      -6.307060937,      -5.654319721,      -6.694081965,       -5.77151031,      -11.41907685,   7.340395347e-07,      0.0501750644,            20.736,            20.736,            20.736,      0.3702535839,    -0.03779820735,                 0,                 0,                 0,     -0.0377876287,      0.3702535839,    -0.03779820735,                 0,     -0.1020873504,     -0.4484478067,     -0.4267881495,     -0.8860662213,     -0.5247875929,     -0.9144156034
          0,           0,           4,      -6.619272787,      -5.822828115,      -6.796546618,      -6.106849212,      -11.74805187,   8.808336921e-07,     0.06021006449,           24.8832,           24.8832,           24.8832,      0.3057591655,   -0.001366521217,                 0,                 0,                 0,   -0.001358581045,      0.3057591655,   -0.001366521217,                 0,   -0.004469273112,     -0.7606596568,      -0.595296544,     -0.9885308751,     -0.8601264951,      -1.243390632
          0,           0,           5,      -6.876339325,      -5.959360517,      -7.042040853,      -6.303717545,      -11.88740009,   1.056979362e-06,     0.07225206847,          29.85984,          29.85984,          29.85984,      0.2588721816,     0.00458391881,                 0,                 0,                 0,    0.004588770444,      0.2588721816,     0.00458391881,                 0,     0.01770726689,      -1.017726195,     -0.7318289456,       -1.23402511,      -1.056994828,      -1.382738852
          0,           0,           6,      -7.031667495,      -6.074738717,      -7.120906463,      -6.435687803,      -12.00323499,   1.268341152e-06,     0.08670247798,         35.831808,         35.831808,         35.831808,      0.2231853613,    0.003338111879,                 0,                 0,                 0,    0.003341128263,      0.2231853613,    0.003338111879,                 0,     0.01495667932,      -1.173054365,     -0.8472071457,       -1.31289072,      -1.188965086,      -1.498573746
          0,           0,           7,      -7.166090843,      -6.174912522,      -7.247297598,      -6.584008266,      -12.10382459,    1.52195305e-06,      0.1040429715,        42.9981696,        42.9981696,        42.9981696,      0.1949455401,    0.001987342102,                 0,                 0,                 0,    0.001989666753,      0.1949455401,    0.001987342102,                 0,     0.01019434505,      -1.307477713,     -0.9473809506,      -1.439281854,      -1.337285549,      -1.599163349
          0,           0,           8,      -7.293944996,      -6.264171798,      -7.421167123,      -6.712615493,      -12.19474371,   1.826249262e-06,      0.1248515636,       51.59780352,       51.59780352,       51.59780352,       0.171900883,   0.0007838937646,                 0,                 0,                 0,   0.0007861124444,       0.171900883,   0.0007838937646,                 0,    0.004560149727,      -1.435331865,      -1.036640226,       -1.61315138,      -1.465892776,      -1.690082466
          0,           0,           9,      -7.401137647,      -6.346264717,      -7.553741538,      -6.813231895,      -12.27958725,   2.191336023e-06,       0.149821874,       61.91736422,       61.91736422,       61.91736422,      0.1526458741,  -0.0003704950246,                 0,                 0,                 0,  -0.0003680782735,      0.1526458741,  -0.0003704950246,                 0,   -0.002427153873,      -1.542524516,      -1.118733145,      -1.745725795,      -1.566509178,      -1.774926004
          0,           0,          10,      -7.490663445,      -6.423529762,       -7.65769576,      -6.901259004,       -12.3604691,    2.62932002e-06,      0.1797862473,       74.30083707,       74.30083707,       74.30083707,       0.136261841,   -0.001244216793,                 0,                 0,                 0,   -0.001241378806,       0.136261841,   -0.001244216793,                 0,   -0.009131072822,      -1.632050315,      -1.195998191,      -1.849680017,      -1.654536287,      -1.855807856
