VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   
          0,           0,           0,      -7.227459606,      -7.425919753,      -7.277879851,      -6.692054036,      -9.517889605,    1.75739537e-05,      0.4145830153,                12,                12,                12,      0.0484896844,     -0.4000007124,                 0,                 0,                 0,      -0.400001136,      0.0484896844,     -0.4000007124,                 0,      -8.249191913,                 0,                 0,                 0,                 0,                 0
          0,           0,           1,      -4.022624475,      -4.842142947,      -4.020112287,      -3.471471829,      -9.690958732,   2.100158312e-05,      0.4974996047,              14.4,              14.4,              14.4,     0.04696161679,     -0.2526971723,                 0,                 0,                 0,     -0.2525270082,     0.04696161679,     -0.2526971723,                 0,      -5.380929994,                 0,                 0,                 0,                 0,                 0
          0,           0,           2,      -4.238049093,      -4.648845211,      -4.295306031,      -3.686153187,      -10.12021771,   2.518812944e-05,      0.5969982926,             17.28,             17.28,             17.28,     0.04517869573,    -0.05895088402,                 0,                 0,                 0,    -0.05861532732,     0.04517869573,    -0.05895088402,                 0,      -1.304838111,     -0.2154246177,                 0,     -0.2751937439,     -0.2146813581,     -0.4292589821
          0,           0,           3,      -4.431061239,      -4.602726764,      -4.783994374,      -3.880795105,      -10.25204538,   3.023740713e-05,      0.7163867516,            20.736,            20.736,            20.736,     0.04327802251,     0.05534636664,                 0,                 0,                 0,     0.05579591704,     0.04327802251,     0.05534636664,                 0,       1.278856182,     -0.4084367639,                 0,     -0.7638820867,     -0.4093232762,     -0.5610866508
          0,           0,           4,      -4.942851446,      -4.677236681,      -4.825380305,       -4.39376666,      -10.36766692,   3.630992619e-05,       0.859629222,           24.8832,           24.8832,           24.8832,     0.04134347339,     0.08163338101,                 0,                 0,                 0,     0.08243792105,     0.04134347339,     0.08163338101,                 0,       1.974516757,     -0.9202269705,    -0.07450991645,     -0.8052680178,     -0.9222948311,     -0.6767081886
          0,           0,           5,      -5.135029845,      -4.740525046,      -5.155419914,      -4.591413734,      -10.49028012,   4.359140595e-05,       1.031496241,          29.85984,          29.85984,          29.85984,     0.03929975371,     0.07429518081,                 0,                 0,                 0,     0.07589107132,     0.03929975371,     0.07429518081,                 0,       1.890474463,       -1.11240537,     -0.1377982823,      -1.135307627,      -1.119941905,     -0.7993213881
          0,           0,           6,      -5.189729351,       -4.78657391,      -5.248462139,      -4.641608699,      -10.63731515,   5.231680393e-05,       1.237746685,         35.831808,         35.831808,         35.831808,     0.03712183825,     0.06933341936,                 0,                 0,                 0,     0.07162149995,     0.03712183825,     0.06933341936,                 0,       1.867725916,      -1.167104876,     -0.1838471458,      -1.228349852,       -1.17013687,     -0.9463564217
          0,           0,           7,      -5.265081281,      -4.826839907,      -5.306480061,      -4.713001958,      -10.72695551,   6.277948192e-05,       1.485310639,        42.9981696,        42.9981696,        42.9981696,     0.03483297922,     0.06855334632,                 0,                 0,                 0,     0.07041397465,     0.03483297922,     0.06855334632,                 0,       1.968058657,      -1.242456806,     -0.2241131433,      -1.286367774,      -1.241530129,      -1.035996781
          0,           0,           8,      -5.314471713,      -4.875104753,      -5.314899902,      -4.762435184,      -10.81893222,   7.533100378e-05,       1.782503834,       51.59780352,       51.59780352,       51.59780352,     0.03247491128,     0.06412996758,                 0,                 0,                 0,     0.06430813267,     0.03247491128,     0.06412996758,                 0,       1.974754204,      -1.291847238,     -0.2723779886,      -1.294787615,      -1.290963355,      -1.127973492
          0,           0,           9,      -5.350241549,      -4.932421919,      -5.325006035,      -4.797652906,      -10.93962477,   9.039016995e-05,       2.139176044,       61.91736422,       61.91736422,       61.91736422,      0.0300906506,     0.05497014883,                 0,                 0,                 0,     0.05356007297,      0.0300906506,     0.05497014883,                 0,       1.826818222,      -1.327617074,     -0.3296951553,      -1.304893749,      -1.326181077,      -1.248666036
