VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   
          0,           0,           0,      -8.560830946,      -8.722839948,      -8.608975364,       -8.02633241,      -9.984239487,   1.700824398e-06,      0.0576646849,                12,                12,                12,      0.4032482249,     -0.3999999666,                 0,                 0,                 0,     -0.4000000004,      0.4032482249,     -0.3999999666,                 0,     -0.9919447672,                 0,                 0,                 0,                 0,                 0
          0,           0,           1,      -5.407755615,      -5.094471519,      -5.357811453,      -4.827502785,      -10.33219827,   2.040923965e-06,     0.06919763395,              14.4,              14.4,              14.4,      0.3344873594,     -0.2553732378,                 0,                 0,                 0,      -0.255353532,      0.3344873594,     -0.2553732378,                 0,      -0.763476498,                 0,                 0,                 0,                 0,                 0
          0,           0,           2,      -5.732402057,      -5.217056615,      -5.639944004,      -5.166374034,      -10.79155025,   2.449040757e-06,     0.08303715487,             17.28,             17.28,             17.28,      0.2791395703,    -0.08155612871,                 0,                 0,                 0,    -0.08152175192,      0.2791395703,    -0.08155612871,                 0,      -0.292169715,     -0.3246464423,     -0.1225850959,     -0.2821325519,     -0.3388712485,     -0.4593519838
          0,           0,           3,       -5.89226204,      -5.356791539,      -6.464910285,      -5.347031826,      -11.18005123,    2.93878807e-06,     0.09964456469,            20.736,            20.736,            20.736,      0.2352066947,     0.01407213317,                 0,                 0,                 0,     0.01410144096,      0.2352066947,     0.01407213317,                 0,     0.05982879522,     -0.4845064253,     -0.2623200201,      -1.107098833,      -0.519529041,     -0.8478529631
          0,           0,           4,      -6.418947716,      -5.495052666,       -6.31829576,      -5.889212494,      -11.38102218,   3.526453221e-06,      0.1195734534,           24.8832,           24.8832,           24.8832,      0.2004968083,     0.03361303581,                 0,                 0,                 0,     0.03362847877,      0.2004968083,     0.03361303581,                 0,      0.1676487327,      -1.011192101,     -0.4005811468,      -0.960484307,      -1.061709709,      -1.048823906
          0,           0,           5,      -6.458386281,      -5.617622962,      -6.653258452,      -5.869365026,      -11.53780632,   4.231572373e-06,      0.1434881274,          29.85984,          29.85984,          29.85984,        0.17285233,     0.02535216031,                 0,                 0,                 0,     0.02535788809,        0.17285233,     0.02535216031,                 0,       0.146669474,      -1.050630666,      -0.523151443,      -1.295446999,      -1.041862241,      -1.205608046
          0,           0,           6,      -6.522512323,      -5.726223589,      -6.623764689,      -5.938797874,      -11.65182383,   5.077579302e-06,      0.1721857458,         35.831808,         35.831808,         35.831808,      0.1505592181,      0.0174839478,                 0,                 0,                 0,     0.01748627743,      0.1505592181,      0.0174839478,                 0,      0.1161267175,      -1.114756708,     -0.6317520704,      -1.265953237,      -1.111295089,       -1.31962556
          0,           0,           7,       -6.68023565,      -5.822778063,       -6.73686235,      -6.108475292,      -11.75014556,   6.092553019e-06,      0.2066228924,        42.9981696,        42.9981696,        42.9981696,      0.1323026428,     0.01353788425,                 0,                 0,                 0,     0.01353986231,      0.1323026428,     0.01353788425,                 0,      0.1023251234,      -1.272480035,     -0.7283065443,      -1.379050897,      -1.280972507,      -1.417947289
          0,           0,           8,      -6.823628207,      -5.909610572,      -6.968192271,      -6.253564963,      -11.83863652,   7.310099943e-06,      0.2479474612,       51.59780352,       51.59780352,       51.59780352,      0.1171019771,     0.01069901629,                 0,                 0,                 0,     0.01070144963,      0.1171019771,     0.01069901629,                 0,     0.09136495003,      -1.415872592,     -0.8151390533,      -1.610380819,      -1.426062177,      -1.506438246
          0,           0,           9,      -6.920961169,      -5.989960947,      -7.138331312,      -6.345493858,      -11.92250505,   8.770388011e-06,      0.2975369856,       61.91736422,       61.91736422,       61.91736422,      0.1042446837,    0.008068057797,                 0,                 0,                 0,    0.008072566523,      0.1042446837,    0.008068057797,                 0,     0.07739538852,      -1.513205554,     -0.8954894286,       -1.78051986,      -1.517991073,      -1.590306783
          0,           0,          10,      -6.998653243,      -6.065914812,      -7.220958748,      -6.423335174,      -12.00142084,   1.052138316e-05,      0.3570443071,       74.30083707,       74.30083707,       74.30083707,      0.0932181871,    0.005914514003,                 0,                 0,                 0,    0.005932374971,      0.0932181871,    0.005914514003,                 0,     0.06344806939,      -1.590897628,     -0.9714432933,      -1.863147295,      -1.595832388,      -1.669222569
          0,           0,          11,      -7.072694415,      -6.138385551,      -7.275091328,      -6.499454248,      -12.07698888,    1.26204754e-05,      0.4284520163,       89.16100448,       89.16100448,       89.16100448,     0.08365043832,    0.004374115396,                 0,                 0,                 0,    0.004453981435,     0.08365043832,    0.004374115396,                 0,     0.05229040616,        -1.6649388,      -1.043914033,      -1.917279875,      -1.671951463,      -1.744790612
          0,           0,          12,      -7.132945873,       -6.20806034,      -7.288401666,      -6.562190924,      -12.15018364,   1.513674725e-05,       0.514138951,       106.9932054,       106.9932054,       106.9932054,     0.07526794022,    0.003476367196,                 0,                 0,                 0,    0.003751967218,     0.07526794022,    0.003476367196,                 0,     0.04618655946,      -1.725190258,      -1.113588821,      -1.930590213,      -1.734688138,       -1.81798537
          0,           0,          13,      -7.195089307,       -6.27570619,       -7.31250996,      -6.624493465,      -12.22238687,   1.815360246e-05,      0.6169594427,       128.3918465,       128.3918465,       128.3918465,     0.06786548435,    0.003364387383,                 0,                 0,                 0,    0.004066681635,     0.06786548435,    0.003364387383,                 0,      0.0495743516,      -1.787333692,      -1.181234671,      -1.954698508,       -1.79699068,        -1.8901886
